serial,lot,fixture,shift,timestamp,step,measurement,value,unit,lower_limit,upper_limit,result,notes
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:28,5,LOAD_REG,0.423,%,,0.800,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:35,6,EFF_FL,92.97,%,88.00,,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:42,7,RIPPLE,23.1,mV,,50.0,PASS,
SRB5030-2608-0109,L2608D,FIX-01,A,2026-08-26T08:08:49,8,I_LIM,4.50,A,3.70,5.00,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:00,1,R_OUT,3360.0,ohm,500.0,,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:07,2,IQ_NL,11.11,mA,,25.00,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:14,3,VOUT,5.0070,V,4.9500,5.0500,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:21,4,LINE_REG,0.091,%,,0.300,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:28,5,LOAD_REG,0.414,%,,0.800,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:35,6,EFF_FL,92.44,%,88.00,,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:42,7,RIPPLE,22.9,mV,,50.0,PASS,
SRB5030-2608-0110,L2608D,FIX-02,A,2026-08-26T08:15:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:00,1,R_OUT,3317.7,ohm,500.0,,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:07,2,IQ_NL,11.06,mA,,25.00,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:14,3,VOUT,4.9638,V,4.9500,5.0500,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:21,4,LINE_REG,0.121,%,,0.300,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:28,5,LOAD_REG,0.409,%,,0.800,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:35,6,EFF_FL,92.40,%,88.00,,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:42,7,RIPPLE,22.7,mV,,50.0,PASS,
SRB5030-2608-0111,L2608D,FIX-03,A,2026-08-26T08:22:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:00,1,R_OUT,3236.6,ohm,500.0,,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:07,2,IQ_NL,11.08,mA,,25.00,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:14,3,VOUT,4.9947,V,4.9500,5.0500,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:21,4,LINE_REG,0.125,%,,0.300,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:28,5,LOAD_REG,0.388,%,,0.800,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:35,6,EFF_FL,92.13,%,88.00,,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:42,7,RIPPLE,22.5,mV,,50.0,PASS,
SRB5030-2608-0112,L2608D,FIX-04,A,2026-08-26T08:29:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:00,1,R_OUT,3309.2,ohm,500.0,,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:07,2,IQ_NL,10.54,mA,,25.00,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:14,3,VOUT,4.9766,V,4.9500,5.0500,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:21,4,LINE_REG,0.099,%,,0.300,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:28,5,LOAD_REG,0.416,%,,0.800,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:35,6,EFF_FL,92.75,%,88.00,,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:42,7,RIPPLE,24.9,mV,,50.0,PASS,
SRB5030-2608-0113,L2608A,FIX-01,A,2026-08-26T08:36:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:00,1,R_OUT,3240.0,ohm,500.0,,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:07,2,IQ_NL,11.03,mA,,25.00,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:14,3,VOUT,5.0140,V,4.9500,5.0500,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:21,4,LINE_REG,0.113,%,,0.300,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:35,6,EFF_FL,92.83,%,88.00,,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:42,7,RIPPLE,23.3,mV,,50.0,PASS,
SRB5030-2608-0114,L2608A,FIX-02,A,2026-08-26T08:43:49,8,I_LIM,4.55,A,3.70,5.00,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:00,1,R_OUT,3373.5,ohm,500.0,,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:07,2,IQ_NL,11.33,mA,,25.00,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:14,3,VOUT,4.9695,V,4.9500,5.0500,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:21,4,LINE_REG,0.104,%,,0.300,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:28,5,LOAD_REG,0.375,%,,0.800,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:35,6,EFF_FL,92.55,%,88.00,,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:42,7,RIPPLE,23.0,mV,,50.0,PASS,
SRB5030-2608-0115,L2608A,FIX-03,A,2026-08-26T08:50:49,8,I_LIM,4.45,A,3.70,5.00,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:00,1,R_OUT,3308.6,ohm,500.0,,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:07,2,IQ_NL,10.60,mA,,25.00,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:14,3,VOUT,4.9949,V,4.9500,5.0500,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:21,4,LINE_REG,0.109,%,,0.300,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:35,6,EFF_FL,92.26,%,88.00,,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:42,7,RIPPLE,24.3,mV,,50.0,PASS,
SRB5030-2608-0116,L2608A,FIX-04,A,2026-08-26T08:57:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:00,1,R_OUT,3177.4,ohm,500.0,,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:07,2,IQ_NL,11.11,mA,,25.00,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:14,3,VOUT,4.9873,V,4.9500,5.0500,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:21,4,LINE_REG,0.099,%,,0.300,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:28,5,LOAD_REG,0.415,%,,0.800,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:35,6,EFF_FL,92.80,%,88.00,,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:42,7,RIPPLE,42.2,mV,,50.0,PASS,
SRB5030-2608-0117,L2608B,FIX-01,A,2026-08-26T09:04:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:00,1,R_OUT,3331.8,ohm,500.0,,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:07,2,IQ_NL,10.92,mA,,25.00,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:14,3,VOUT,4.9818,V,4.9500,5.0500,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:21,4,LINE_REG,0.070,%,,0.300,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:28,5,LOAD_REG,0.363,%,,0.800,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:35,6,EFF_FL,92.19,%,88.00,,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:42,7,RIPPLE,42.1,mV,,50.0,PASS,
SRB5030-2608-0118,L2608B,FIX-02,A,2026-08-26T09:11:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:00,1,R_OUT,3111.3,ohm,500.0,,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:07,2,IQ_NL,10.95,mA,,25.00,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:14,3,VOUT,4.9725,V,4.9500,5.0500,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:21,4,LINE_REG,0.077,%,,0.300,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:28,5,LOAD_REG,0.399,%,,0.800,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:35,6,EFF_FL,92.62,%,88.00,,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:42,7,RIPPLE,42.5,mV,,50.0,PASS,
SRB5030-2608-0119,L2608B,FIX-03,A,2026-08-26T09:18:49,8,I_LIM,4.25,A,3.70,5.00,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:00,1,R_OUT,3287.7,ohm,500.0,,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:07,2,IQ_NL,11.16,mA,,25.00,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:14,3,VOUT,4.9993,V,4.9500,5.0500,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:21,4,LINE_REG,0.102,%,,0.300,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:28,5,LOAD_REG,0.428,%,,0.800,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:35,6,EFF_FL,92.41,%,88.00,,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:42,7,RIPPLE,43.9,mV,,50.0,PASS,
SRB5030-2608-0120,L2608B,FIX-04,A,2026-08-26T09:25:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:00,1,R_OUT,3213.3,ohm,500.0,,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:07,2,IQ_NL,10.67,mA,,25.00,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:14,3,VOUT,4.9861,V,4.9500,5.0500,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:21,4,LINE_REG,0.126,%,,0.300,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:28,5,LOAD_REG,0.412,%,,0.800,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:35,6,EFF_FL,79.61,%,88.00,,FAIL,"eff 80pct, L1 hot to touch after 30s"
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:42,7,RIPPLE,20.2,mV,,50.0,PASS,
SRB5030-2608-0121,L2608C,FIX-01,A,2026-08-26T09:32:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:00,1,R_OUT,3404.9,ohm,500.0,,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:07,2,IQ_NL,10.81,mA,,25.00,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:14,3,VOUT,4.9878,V,4.9500,5.0500,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:21,4,LINE_REG,0.110,%,,0.300,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:28,5,LOAD_REG,0.391,%,,0.800,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:35,6,EFF_FL,92.46,%,88.00,,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:42,7,RIPPLE,21.3,mV,,50.0,PASS,
SRB5030-2608-0122,L2608C,FIX-02,A,2026-08-26T09:39:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:00,1,R_OUT,3309.6,ohm,500.0,,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:07,2,IQ_NL,11.27,mA,,25.00,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:14,3,VOUT,4.9703,V,4.9500,5.0500,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:21,4,LINE_REG,0.136,%,,0.300,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:28,5,LOAD_REG,0.387,%,,0.800,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:35,6,EFF_FL,92.38,%,88.00,,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:42,7,RIPPLE,19.6,mV,,50.0,PASS,
SRB5030-2608-0123,L2608C,FIX-03,A,2026-08-26T09:46:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:00,1,R_OUT,3306.3,ohm,500.0,,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:07,2,IQ_NL,11.71,mA,,25.00,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:14,3,VOUT,4.9858,V,4.9500,5.0500,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:21,4,LINE_REG,0.100,%,,0.300,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:28,5,LOAD_REG,0.387,%,,0.800,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:35,6,EFF_FL,92.28,%,88.00,,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:42,7,RIPPLE,19.7,mV,,50.0,PASS,
SRB5030-2608-0124,L2608C,FIX-04,A,2026-08-26T09:53:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:00,1,R_OUT,3377.1,ohm,500.0,,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:07,2,IQ_NL,10.87,mA,,25.00,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:14,3,VOUT,4.9959,V,4.9500,5.0500,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:21,4,LINE_REG,0.166,%,,0.300,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:28,5,LOAD_REG,0.432,%,,0.800,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:35,6,EFF_FL,92.73,%,88.00,,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:42,7,RIPPLE,23.6,mV,,50.0,PASS,
SRB5030-2608-0125,L2608D,FIX-01,A,2026-08-26T10:00:49,8,I_LIM,4.15,A,3.70,5.00,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:00,1,R_OUT,3105.2,ohm,500.0,,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:07,2,IQ_NL,10.55,mA,,25.00,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:14,3,VOUT,4.9865,V,4.9500,5.0500,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:21,4,LINE_REG,0.087,%,,0.300,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:28,5,LOAD_REG,0.397,%,,0.800,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:35,6,EFF_FL,92.44,%,88.00,,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:42,7,RIPPLE,20.7,mV,,50.0,PASS,
SRB5030-2608-0126,L2608D,FIX-02,B,2026-08-26T15:12:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:00,1,R_OUT,3301.1,ohm,500.0,,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:07,2,IQ_NL,11.70,mA,,25.00,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:14,3,VOUT,4.9649,V,4.9500,5.0500,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:21,4,LINE_REG,0.139,%,,0.300,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:28,5,LOAD_REG,0.408,%,,0.800,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:35,6,EFF_FL,92.52,%,88.00,,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:42,7,RIPPLE,23.5,mV,,50.0,PASS,
SRB5030-2608-0127,L2608D,FIX-03,B,2026-08-26T15:19:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:00,1,R_OUT,3288.0,ohm,500.0,,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:07,2,IQ_NL,11.73,mA,,25.00,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:14,3,VOUT,4.9877,V,4.9500,5.0500,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:21,4,LINE_REG,0.136,%,,0.300,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:28,5,LOAD_REG,0.415,%,,0.800,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:35,6,EFF_FL,92.09,%,88.00,,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:42,7,RIPPLE,21.5,mV,,50.0,PASS,
SRB5030-2608-0128,L2608D,FIX-04,B,2026-08-26T15:26:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:00,1,R_OUT,3289.9,ohm,500.0,,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:07,2,IQ_NL,10.62,mA,,25.00,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:14,3,VOUT,5.0035,V,4.9500,5.0500,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:21,4,LINE_REG,0.091,%,,0.300,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:28,5,LOAD_REG,0.376,%,,0.800,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:35,6,EFF_FL,92.53,%,88.00,,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:42,7,RIPPLE,23.1,mV,,50.0,PASS,
SRB5030-2608-0129,L2608A,FIX-01,B,2026-08-26T15:33:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:00,1,R_OUT,3299.4,ohm,500.0,,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:07,2,IQ_NL,11.65,mA,,25.00,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:14,3,VOUT,4.9974,V,4.9500,5.0500,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:21,4,LINE_REG,0.125,%,,0.300,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:28,5,LOAD_REG,0.401,%,,0.800,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:35,6,EFF_FL,92.57,%,88.00,,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:42,7,RIPPLE,20.5,mV,,50.0,PASS,
SRB5030-2608-0130,L2608A,FIX-02,B,2026-08-26T15:40:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:00,1,R_OUT,3273.0,ohm,500.0,,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:07,2,IQ_NL,11.48,mA,,25.00,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:14,3,VOUT,4.9684,V,4.9500,5.0500,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:21,4,LINE_REG,0.145,%,,0.300,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:28,5,LOAD_REG,0.442,%,,0.800,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:35,6,EFF_FL,91.80,%,88.00,,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:42,7,RIPPLE,23.2,mV,,50.0,PASS,
SRB5030-2608-0131,L2608A,FIX-03,B,2026-08-26T15:47:49,8,I_LIM,4.20,A,3.70,5.00,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:00,1,R_OUT,3247.7,ohm,500.0,,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:07,2,IQ_NL,11.19,mA,,25.00,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:14,3,VOUT,4.9941,V,4.9500,5.0500,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:21,4,LINE_REG,0.082,%,,0.300,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:28,5,LOAD_REG,0.396,%,,0.800,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:35,6,EFF_FL,92.64,%,88.00,,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:42,7,RIPPLE,22.9,mV,,50.0,PASS,
SRB5030-2608-0132,L2608A,FIX-04,B,2026-08-26T15:54:49,8,I_LIM,4.40,A,3.70,5.00,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:00,1,R_OUT,3267.8,ohm,500.0,,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:07,2,IQ_NL,10.79,mA,,25.00,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:14,3,VOUT,4.9682,V,4.9500,5.0500,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:21,4,LINE_REG,0.115,%,,0.300,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:28,5,LOAD_REG,0.417,%,,0.800,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:35,6,EFF_FL,92.24,%,88.00,,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:42,7,RIPPLE,41.2,mV,,50.0,PASS,
SRB5030-2608-0133,L2608B,FIX-01,B,2026-08-26T16:01:49,8,I_LIM,4.35,A,3.70,5.00,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:00,1,R_OUT,3301.6,ohm,500.0,,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:07,2,IQ_NL,10.79,mA,,25.00,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:14,3,VOUT,4.9641,V,4.9500,5.0500,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:21,4,LINE_REG,0.105,%,,0.300,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:28,5,LOAD_REG,0.400,%,,0.800,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:35,6,EFF_FL,92.55,%,88.00,,PASS,
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:42,7,RIPPLE,51.1,mV,,50.0,FAIL,"over on ripple, 3rd one from this reel"
SRB5030-2608-0134,L2608B,FIX-02,B,2026-08-26T16:08:49,8,I_LIM,4.30,A,3.70,5.00,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:00,1,R_OUT,3329.1,ohm,500.0,,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:07,2,IQ_NL,11.33,mA,,25.00,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:14,3,VOUT,4.9743,V,4.9500,5.0500,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:21,4,LINE_REG,0.127,%,,0.300,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:28,5,LOAD_REG,0.438,%,,0.800,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:35,6,EFF_FL,92.73,%,88.00,,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:42,7,RIPPLE,39.0,mV,,50.0,PASS,
SRB5030-2608-0135,L2608B,FIX-03,B,2026-08-26T16:15:49,8,I_LIM,4.05,A,3.70,5.00,PASS,
SRB5030-2608-0136,L2608B,FIX-04,B,2026-08-26T16:22:00,1,R_OUT,3239.2,ohm,500.0,,PASS,
SRB5030-2608-0136,L2608B,FIX-04,B,2026-08-26T16:22:07,2,IQ_NL,11.38,mA,,25.00,PASS,
SRB5030-2608-0136,L2608B,FIX-04,B,2026-08-26T16:22:14,3,VOUT,4.9885,V,4.9500,5.0500,PASS,
SRB5030-2608-0136,L2608B,FIX-04,B,2026-08-26T16:22:21,4,LINE_REG,0.168,%,,0.300,PASS,
